pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches,batter_name
FS,2025-04-19,92.8,-2.36,5.53,"Skenes, Paul",467793,694973,,foul,,,,,13.0,Foul,R,L,R,PIT,CLE,S,,,0,0,2025,-1.25,0.05,-1.0295192317305235,2.416332382097584,,,,0,7,Top,,,,,,,6.1434477072213465,-134.98633072764144,-2.266206301368632,-16.681450639184124,29.86079964381261,-31.291231830247977,3.41,1.68,208.0,75.9,60.0,92.6,1794.0,6.2,778254,680779,665839,624428,663647,669707,502054,669261,668804,54.27,,,,,,,,46,1,Split-Finger,0,2,2,0,2,0,2,0,Infield shade,Standard,248.0,0.002,-0.039,67.4,7.6,,0.039,88.0,-2,2,0.185,0.815,23,39,23,39,3,2,5.0,1.0,6.0,1.0,2.6,1.25,-1.25,21.7,2.373870098315498,10.618980971616368,24.53751516999788,49.77013524048286,25.406327139072015,Carlos Santana
FS,2025-04-19,93.7,-2.24,5.48,"Skenes, Paul",467793,694973,field_out,hit_into_play,,,,,9.0,Carlos Santana lines out to first baseman Enmanuel Valdez.,R,L,R,PIT,CLE,X,3.0,line_drive,2,1,2025,-0.63,0.57,0.6245056014796931,1.853580224379449,,,,2,4,Top,164.36,162.1,,,,,8.815831251204392,-136.2657350325069,-4.9408000183622605,-9.69148906508304,27.72529108369241,-24.168118516764956,3.41,1.68,135.0,81.1,11.0,94.2,1643.0,6.5,778254,680779,665839,624428,663647,669707,502054,669261,668804,54.03,0.456,0.41,0.0,1.0,0.0,0.0,4.0,26,4,Split-Finger,0,1,1,0,1,0,1,0,Infield shade,Standard,254.0,0.012,-0.296,72.4,7.8,0.467,0.296,88.0,-1,1,0.416,0.5840000000000001,23,39,23,39,2,1,5.0,1.0,6.0,1.0,2.01,0.63,-0.63,22.5,15.008965017351311,-4.368263136392708,37.24882392534656,27.77400774758111,31.250388901723863,Carlos Santana
ST,2025-04-19,83.1,-2.28,5.49,"Skenes, Paul",467793,694973,,ball,,,,,14.0,Ball,R,L,R,PIT,CLE,B,,,1,1,2025,1.33,0.17,1.5218023553961022,1.4439932305553218,,,,2,4,Top,,,,,,,6.096881512750886,-120.86151324203198,-3.069764832043606,11.671424112266964,25.883855749996144,-30.100225457721884,3.3,1.41,,,,82.8,2416.0,6.3,778254,680779,665839,624428,663647,669707,502054,669261,668804,54.17,,,,,,,,26,3,Sweeper,0,1,1,0,1,0,1,0,Infield shade,Standard,95.0,-0.002,0.053,,,,-0.053,,-1,1,0.418,0.5820000000000001,23,39,23,39,2,1,5.0,1.0,6.0,1.0,3.16,-1.33,1.33,23.1,,,,,,Carlos Santana
ST,2025-04-19,84.1,-2.18,5.47,"Skenes, Paul",467793,694973,,swinging_strike,,,,,14.0,Swinging Strike,R,L,R,PIT,CLE,S,,,1,0,2025,1.27,0.08,1.4068975028121131,0.9879180307833022,,,,2,4,Top,,,,,,,5.801996094151372,-122.34977733577108,-4.118854783790229,11.43212975918246,26.383166875521056,-30.734927524059177,3.41,1.68,,,,84.0,2335.0,6.5,778254,680779,665839,624428,663647,669707,502054,669261,668804,54.03,,,,,,,,26,2,Sweeper,0,1,1,0,1,0,1,0,Infield shade,Standard,99.0,0.002,-0.054,24.2,7.0,,0.054,,-1,1,0.416,0.5840000000000001,23,39,23,39,2,1,5.0,1.0,6.0,1.0,3.17,-1.27,1.27,24.2,12.380253625029242,-20.615543971422948,27.60123143860831,19.12980374640548,35.04114311760029,Carlos Santana
FS,2025-04-19,94.2,-2.09,5.53,"Skenes, Paul",467793,694973,,ball,,,,,14.0,Ball,R,L,R,PIT,CLE,B,,,0,0,2025,-1.06,0.1,0.7799107267042409,1.5225072290044892,,,,2,4,Top,,,,,,,9.821110000264072,-136.8966595004461,-4.970949190913075,-15.382640175607053,28.775419621587464,-29.960965136900786,3.45,1.69,,,,94.6,1618.0,6.5,778254,680779,665839,624428,663647,669707,502054,669261,668804,54.03,,,,,,,,26,1,Split-Finger,0,1,1,0,1,0,1,0,Infield shade,Standard,247.0,-0.001,0.037,,,,-0.037,,-1,1,0.417,0.583,23,39,23,39,2,1,5.0,1.0,6.0,1.0,2.46,1.06,-1.06,21.5,,,,,,Carlos Santana
ST,2025-04-19,84.3,-2.25,5.36,"Skenes, Paul",467793,694973,strikeout,swinging_strike,,,,,9.0,Carlos Santana strikes out swinging.,R,L,R,PIT,CLE,S,2.0,,2,2,2025,0.93,0.51,0.42207964362307,1.6628870981076918,,,,0,2,Top,,,,,,,4.358106911993047,-122.68069656427448,-3.1826612859602985,8.45231013481549,26.12783190942442,-26.629933829265397,3.41,1.68,,,,84.3,2386.0,6.4,778254,680779,665839,624428,663647,669707,502054,669261,668804,54.05,,0.0,0.0,1.0,0.0,0.0,,9,5,Sweeper,0,0,0,0,0,0,0,0,Infield shade,Standard,84.0,0.021,-0.232,69.7,8.9,,0.232,,0,0,0.502,0.498,23,39,23,39,1,0,5.0,1.0,6.0,1.0,2.72,-0.93,0.93,18.3,32.9343959023712,-59.56508670527323,30.429379334948433,32.68787432912667,64.69749484263096,Carlos Santana
FS,2025-04-19,94.2,-2.27,5.49,"Skenes, Paul",467793,694973,,swinging_strike,,,,,5.0,Swinging Strike,R,L,R,PIT,CLE,S,,,2,1,2025,-0.93,0.03,0.031026062856171,2.469817814687713,,,,0,2,Top,,,,,,,8.082625438539512,-137.04560777993797,-2.242814459693406,-13.430619123535838,28.966476851575848,-31.466747198067377,3.41,1.68,,,,94.8,1703.0,6.6,778254,680779,665839,624428,663647,669707,502054,669261,668804,53.93,,,,,,,,9,4,Split-Finger,0,0,0,0,0,0,0,0,Infield shade,Standard,256.0,0.006,-0.073,76.8,7.9,,0.073,,0,0,0.496,0.504,23,39,23,39,1,0,5.0,1.0,6.0,1.0,2.53,0.93,-0.93,21.0,18.742347860574817,-15.784365788992234,21.438018013591204,35.8929720219136,37.566604151631346,Carlos Santana
FS,2025-04-19,93.6,-2.34,5.51,"Skenes, Paul",467793,694973,,foul,,,,,8.0,Foul,R,L,R,PIT,CLE,S,,,2,0,2025,-1.15,-0.15,-0.1825387239260032,1.754164087161438,,,,0,2,Top,,,,,,,8.151291454722,-135.9949386196534,-3.5786929590722965,-16.165055036645104,31.701460799638298,-33.405646659788516,3.41,1.68,,,,93.7,1689.0,6.6,778254,680779,665839,624428,663647,669707,502054,669261,668804,53.94,,,,,,,,9,3,Split-Finger,0,0,0,0,0,0,0,0,Infield shade,Standard,252.0,0.007,-0.072,78.1,8.3,,0.072,,0,0,0.489,0.511,23,39,23,39,1,0,5.0,1.0,6.0,1.0,2.77,1.15,-1.15,21.5,21.58427042114199,-19.50570296360775,30.272899780763645,36.802688482885856,41.781641490379485,Carlos Santana
FF,2025-04-19,98.2,-2.05,5.52,"Skenes, Paul",467793,694973,,ball,,,,,14.0,Ball,R,L,R,PIT,CLE,B,,,1,0,2025,-1.27,0.89,0.8618622716355844,1.6655367966656918,,,,0,2,Top,,,,,,,10.852596958625565,-142.3862236155532,-6.967855350143795,-19.89326004357264,34.4318620726751,-18.53310193833245,3.3,1.61,,,,98.0,2382.0,6.5,778254,680779,665839,624428,663647,669707,502054,669261,668804,53.99,,,,,,,,9,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,240.0,-0.007,0.077,,,,-0.077,,0,0,0.496,0.504,23,39,23,39,1,0,5.0,1.0,6.0,1.0,1.5,1.27,-1.27,24.0,,,,,,Carlos Santana
FF,2025-04-19,97.8,-2.13,5.52,"Skenes, Paul",467793,694973,,ball,,,,,14.0,Ball,R,L,R,PIT,CLE,B,,,0,0,2025,-1.08,1.14,1.2137962872902288,1.965175136738805,,,,0,2,Top,,,,,,,11.52742990186561,-141.9304810659034,-6.718097982417951,-17.22786265649972,32.33798882326039,-15.353373002774068,3.3,1.61,,,,97.9,2259.0,6.5,778254,680779,665839,624428,663647,669707,502054,669261,668804,54.01,,,,,,,,9,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,242.0,-0.004,0.041,,,,-0.041,,0,0,0.5,0.5,23,39,23,39,1,0,5.0,1.0,6.0,1.0,1.26,1.08,-1.08,22.7,,,,,,Carlos Santana
FF,2025-04-02,96.6,-2.21,5.43,"Skenes, Paul",691406,694973,field_out,hit_into_play,,,,,4.0,Junior Caminero flies out to second baseman Adam Frazier.,R,R,R,TB,PIT,X,4.0,fly_ball,1,0,2025,-1.29,0.91,-0.4258185328727173,2.838168861453524,,,,0,7,Bot,133.27,118.78,,,,,7.697723137603944,-140.5674680218667,-3.442075027874515,-18.80090266615609,30.56718812953516,-19.507643929735263,3.47,1.62,204.0,99.5,53.0,97.1,2336.0,6.5,778479,682848,669707,624428,663647,643396,502054,665833,669261,54.02,0.008,0.008,0.0,1.0,0.0,0.0,3.0,52,2,4-Seam Fastball,1,2,1,2,2,1,1,2,Standard,Standard,241.0,-0.056,-0.301,82.5,8.1,0.014,0.301,99.5,-1,-1,0.372,0.372,23,21,23,22,3,2,6.0,1.0,6.0,2.0,1.52,1.29,1.29,17.8,4.359817723420194,-8.13358936466865,27.955282843724635,34.24419524806279,32.46609046229275,Junior Caminero
FF,2025-04-02,96.4,-2.03,5.4,"Skenes, Paul",691406,694973,,ball,,,,,14.0,Ball,R,R,R,TB,PIT,B,,,0,0,2025,-1.15,0.86,1.286048494295128,1.6960215234058926,,,,0,7,Bot,,,,,,,11.46720485610711,-139.9501963548019,-6.257163302164446,-17.589458869904167,29.947904745204756,-19.562886974863726,3.48,1.53,,,,97.0,2127.0,6.6,778479,682848,669707,624428,663647,643396,502054,665833,669261,53.85,,,,,,,,52,1,4-Seam Fastball,1,2,1,2,2,1,1,2,Standard,Standard,241.0,0.008,0.041,,,,-0.041,,-1,-1,0.364,0.364,23,21,23,22,3,2,6.0,1.0,6.0,2.0,1.59,1.15,1.15,19.3,,,,,,Junior Caminero
FF,2025-04-02,99.5,-2.16,5.42,"Skenes, Paul",691406,694973,field_out,hit_into_play,,,,,4.0,Junior Caminero flies out to right fielder Jack Suwinski.,R,R,R,TB,PIT,X,9.0,fly_ball,0,0,2025,-1.4,0.85,-0.7284589609976431,2.4379898752799685,,,,1,4,Bot,189.03,122.95,,,,,7.293530203674606,-144.78430186695738,-4.834290790545327,-21.410829220105853,32.24984798166794,-19.30360999814381,3.47,1.62,246.0,87.3,38.0,100.6,2289.0,6.8,778479,682848,669707,624428,663647,643396,502054,665833,669261,53.72,0.005,0.005,0.0,1.0,0.0,0.0,3.0,32,1,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard,244.0,-0.022,-0.254,83.5,7.9,0.005,0.254,88.0,-1,-1,0.398,0.398,23,21,23,22,2,1,6.0,1.0,6.0,2.0,1.45,1.4,1.4,20.3,6.2297812009237195,5.331488796362717,28.505916437258772,30.939058311881464,26.177613039889177,Junior Caminero
FS,2025-04-02,94.4,-2.07,5.39,"Skenes, Paul",691406,694973,field_out,hit_into_play,,,,,7.0,"Junior Caminero grounds out, third baseman Ke'Bryan Hayes to first baseman Jared Triolo.",R,R,R,TB,PIT,X,5.0,ground_ball,1,1,2025,-1.13,-0.03,-0.6859590413092653,1.606851870893085,,,663968.0,2,1,Bot,96.58,164.86,,,,,6.174318216423815,-137.44621116680767,-4.16812780340884,-15.625033131677805,27.40043739509584,-31.952843669168715,3.47,1.62,6.0,77.8,-16.0,95.9,1626.0,6.9,778479,682848,669707,624428,663647,643396,502054,665833,669261,53.6,0.068,0.061,0.0,1.0,0.0,0.0,2.0,9,3,Split-Finger,0,0,0,0,0,0,0,0,Standard,Standard,257.0,-0.021,-0.256,78.6,8.6,0.081,0.256,88.0,0,0,0.521,0.521,23,21,23,22,1,0,6.0,1.0,6.0,2.0,2.57,1.13,1.13,17.3,12.874125277980164,-18.173898960331776,35.20865763479071,30.446973716220423,38.89675107668762,Junior Caminero
ST,2025-04-02,85.2,-2.01,5.35,"Skenes, Paul",691406,694973,,ball,,,,,14.0,Ball,R,R,R,TB,PIT,B,,,0,1,2025,0.95,0.64,2.011648324477024,1.6591190288647613,,,663968.0,2,1,Bot,,,,,,,7.590546902526407,-123.85620355120722,-3.629160520549728,8.129082622528358,25.97650005163058,-25.09595906752667,3.61,1.6,,,,85.5,2406.0,6.7,778479,682848,669707,624428,663647,643396,502054,665833,669261,53.84,,,,,,,,9,2,Sweeper,0,0,0,0,0,0,0,0,Standard,Standard,84.0,0.002,0.027,,,,-0.027,,0,0,0.519,0.519,23,21,23,22,1,0,6.0,1.0,6.0,2.0,2.52,-0.95,-0.95,16.3,,,,,,Junior Caminero
SL,2025-04-02,85.3,-2.0,5.36,"Skenes, Paul",691406,694973,,swinging_strike,,,,,2.0,Swinging Strike,R,R,R,TB,PIT,S,,,0,0,2025,0.05,0.8,0.2428495749381435,2.9818554297685305,,,663968.0,2,1,Bot,,,,,,,5.229193754842803,-124.17205257670304,-0.9699381854304164,-0.4483097195886115,22.650886448934887,-23.820116746297497,3.47,1.62,,,,86.4,2408.0,6.7,778479,682848,669707,624428,663647,643396,502054,665833,669261,53.76,,,,,,,,9,1,Slider,0,0,0,0,0,0,0,0,Standard,Standard,99.0,-0.003,-0.042,73.2,9.2,,0.042,,0,0,0.522,0.522,23,21,23,22,1,0,6.0,1.0,6.0,2.0,2.3,-0.05,-0.05,16.4,19.399377618785085,-34.1486709579592,21.3172635993215,40.91449125730195,53.21570722400233,Junior Caminero
